GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
1021500191,20220102,202201,2022,2022.0055,USA,UNITED STATES,USA,,,,,,,,nav,NAVAJO,,,nav,,,,,,0,140,140,14,3,-6.5,2,1,2,-2.20264317180617,2,"New Mexico, United States",US,USNM,34.8375,-106.237,NM,2,"New Mexico, United States",US,USNM,34.8375,-106.237,NM,2,"New Mexico, United States",US,USNM,34.8375,-106.237,NM,20220102,https://nmpoliticalreport.com/2021/07/26/for-families-of-color-climate-change-in-new-mexico-is-already-here-say-experts/
1021542513,20220102,202201,2022,2022.0055,USA,UNITED STATES,USA,,,,,,,,LEG,HOUSE SPEAKER,,,,,,LEG,,,0,140,140,14,3,-6.5,2,1,2,-7.34341252699784,3,"Lancaster County, Virginia, United States",US,USVA,37.7335,-76.433,1480139,3,"Lancaster County, Virginia, United States",US,USVA,37.7335,-76.433,1480139,3,"Lancaster County, Virginia, United States",US,USVA,37.7335,-76.433,1480139,20220102,https://lancasteronline.com/news/local/5-from-lancaster-were-charged-with-crimes-related-to-jan-6-activities-in-washington-d/article_23724806-69a1-11ec-89f5-fb4e28a5c311.html
1021542514,20220102,202201,2022,2022.0055,USA,UNITED STATES,USA,,,,,,,,LEG,HOUSE SPEAKER,,,,,,LEG,,,0,140,140,14,3,-6.5,2,1,2,-7.34341252699784,3,"Lancaster County, Virginia, United States",US,USVA,37.7335,-76.433,1480139,3,"Peach Bottom, Virginia, United States",US,USVA,36.589,-81.0667,1499851,3,"Peach Bottom, Virginia, United States",US,USVA,36.589,-81.0667,1499851,20220102,https://lancasteronline.com/news/local/5-from-lancaster-were-charged-with-crimes-related-to-jan-6-activities-in-washington-d/article_23724806-69a1-11ec-89f5-fb4e28a5c311.html
1021542529,20220102,202201,2022,2022.0055,USA,UNITED STATES,USA,,,,,,,,USALEG,UNITED STATES,USA,,,,,LEG,,,0,140,140,14,3,-6.5,2,1,2,-7.34341252699784,3,"Peach Bottom, Virginia, United States",US,USVA,36.589,-81.0667,1499851,3,"Peach Bottom, Virginia, United States",US,USVA,36.589,-81.0667,1499851,3,"Peach Bottom, Virginia, United States",US,USVA,36.589,-81.0667,1499851,20220102,https://lancasteronline.com/news/local/5-from-lancaster-were-charged-with-crimes-related-to-jan-6-activities-in-washington-d/article_23724806-69a1-11ec-89f5-fb4e28a5c311.html
1021556485,20220102,202201,2022,2022.0055,HLH,HOSPITAL,,,,,,HLH,,,USA,UNITED STATES,USA,,,,,,,,0,140,140,14,3,-6.5,4,1,4,0.34542314335061,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,2,"Mississippi, United States",US,USMS,32.7673,-89.6812,MS,20220102,https://www.msn.com/en-us/news/us/hospitals-beg-ms-for-help-during-nursing-crisis-as-omicron-rages-will-lawmakers-listen/ar-AASmqT9
1021631234,20220103,202201,2022,2022.0082,GOV,ADMINISTRATION,,,,,,GOV,,,,,,,,,,,,,0,140,140,14,3,-6.5,6,1,6,-1.30788264404383,3,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948,0,,,,,,,3,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948,20220103,https://www.politico.com/newsletters/playbook/2022/01/03/dems-to-use-jan-6-anniversary-to-supercharge-voting-rights-push-495565
1021631280,20220103,202201,2022,2022.0082,GOV,ADMINISTRATION,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,140,140,14,3,-6.5,4,1,4,-1.30788264404383,3,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948,3,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948,3,"Houston, Texas, United States",US,USTX,29.7633,-95.3633,1380948,20220103,https://www.politico.com/newsletters/playbook/2022/01/03/dems-to-use-jan-6-anniversary-to-supercharge-voting-rights-push-495565
1021650253,20220103,202201,2022,2022.0082,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,140,140,14,3,-6.5,2,1,2,-1.45178015900449,3,"Springfield, Illinois, United States",US,USIL,39.8017,-89.6437,426595,0,,,,,,,2,"Illinois, United States",US,USIL,40.3363,-89.0022,IL,20220103,https://www.politico.com/newsletters/illinois-playbook/2022/01/03/trump-rears-his-head-in-illinois-primary-495568
1021683560,20220103,202201,2022,2022.0082,USA,UNITED STATES,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,1,140,140,14,3,-6.5,1,1,1,-13.0057803468208,3,"Beaverton, Oregon, United States",US,USOR,45.4871,-122.804,1637830,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,20220103,https://policetribune.com/repeat-antifa-rioter-has-charges-dismissed-after-claiming-community-service/
1021683561,20220103,202201,2022,2022.0082,USA,UNITED STATES,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,1,140,140,14,3,-6.5,1,1,1,-13.0057803468208,3,"Beaverton, Oregon, United States",US,USOR,45.4871,-122.804,1637830,3,"Portland, Oregon, United States",US,USOR,45.5235,-122.676,1136645,3,"Beaverton, Oregon, United States",US,USOR,45.4871,-122.804,1637830,20220103,https://policetribune.com/repeat-antifa-rioter-has-charges-dismissed-after-claiming-community-service/
