GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED
218250884,20120920,201209,2012,2012.7123,LEG,REPRESENTATIVES,,,,,,LEG,,,USA,RALEIGH,USA,,,,,,,,1,140,140,14,3,-6.5,5,1,5,5.97609561752988,3.0,"Carolina, North Carolina, United States",US,USNC,35.3885,-81.3715,1005554.0,3,"Carolina, North Carolina, United States",US,USNC,35.3885,-81.3715,1005554.0,3.0,"Carolina, North Carolina, United States",US,USNC,35.3885,-81.3715,1005554.0,20130203
218260954,20120920,201209,2012,2012.7123,OPP,PROTESTER,,,,,,OPP,,,COP,POLICE OFFICER,,,,,,COP,,,1,140,140,14,3,-6.5,5,1,5,4.91400491400491,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,20130203
218260956,20120920,201209,2012,2012.7123,OPP,PROTESTER,,,,,,OPP,,,COP,POLICE,,,,,,COP,,,0,140,140,14,3,-6.5,20,1,10,2.28898426323319,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,1.0,United States,US,US,38.0,-97.0,0.0,20130203
218261438,20120920,201209,2012,2012.7123,OPP,PROTESTER,,,,,,OPP,,,USA,NEW YORK CITY,USA,,,,,,,,1,140,140,14,3,-6.5,3,1,3,4.91400491400491,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,20130203
218261439,20120920,201209,2012,2012.7123,OPP,ACTIVIST,,,,,,OPP,,,USA,PENNSYLVANIA,USA,,,,,,,,1,140,140,14,3,-6.5,16,2,16,8.56102003642987,2.0,"Pennsylvania, United States",US,USPA,40.5773,-77.264,0.0,2,"Pennsylvania, United States",US,USPA,40.5773,-77.264,0.0,2.0,"Pennsylvania, United States",US,USPA,40.5773,-77.264,0.0,20130203
218261480,20120920,201209,2012,2012.7123,OPP,PROTESTER,,,,,,OPP,,,USACOP,UNITED STATES,USA,,,,,COP,,,1,140,140,14,3,-6.5,10,1,10,7.28155339805825,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,20130203
218261522,20120920,201209,2012,2012.7123,OPP,DEMONSTRATOR,,,,,,OPP,,,YEMCOP,YEMEN,YEM,,,,,COP,,,0,140,140,14,3,-6.5,6,1,6,4.41772513997788,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,4,"Sanaa, Sana', Yemen",YM,YM16,15.3547,44.2067,-3191442.0,4.0,"Sanaa, Sana', Yemen",YM,YM16,15.3547,44.2067,-3191442.0,20130203
218261523,20120920,201209,2012,2012.7123,OPP,DEMONSTRATOR,,,,,,OPP,,,YEMCOP,YEMEN,YEM,,,,,COP,,,0,140,140,14,3,-6.5,2,1,2,4.17678484701311,1.0,United States,US,US,38.0,-97.0,0.0,4,"Sanaa, Sana', Yemen",YM,YM16,15.3547,44.2067,-3191442.0,4.0,"Sanaa, Sana', Yemen",YM,YM16,15.3547,44.2067,-3191442.0,20130203
218281293,20120920,201209,2012,2012.7123,USA,AMERICAN,USA,,,,,,,,GOV,CONSULATE,,,,,,GOV,,,1,140,140,14,3,-6.5,15,2,15,3.20274651916841,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
218285885,20120920,201209,2012,2012.7123,USA,AMERICAN,USA,,,,,,,,USAGOV,THE US,USA,,,,,GOV,,,1,140,140,14,3,-6.5,8,1,8,4.76190476190476,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,20130203
233629214,20120920,201209,2012,2012.7123,EGYGOV,CAIRO,EGY,,,,,GOV,,,USAGOV,UNITED STATES,USA,,,,,GOV,,,1,140,140,14,3,-6.5,1,1,1,8.92018779342723,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,4.0,"Cairo, Al Qahirah, Egypt",EG,EG11,30.05,31.25,-290692.0,20130205
233629829,20120920,201209,2012,2012.7123,IRN,IRANIAN,IRN,,,,,,,,FRA,FRENCH,FRA,,,,,,,,1,140,140,14,3,-6.5,2,1,1,3.2258064516129,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,1.0,United States,US,US,38.0,-97.0,0.0,20130205
