GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED
112177452,20110101,201101,2011,2011.0027,COP,POLICE,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,3,1,3,2.03488372093023,3.0,"Carneys Point, New Jersey, United States",US,USNJ,39.7112,-75.4702,875212.0,3,"Carneys Point, New Jersey, United States",US,USNJ,39.7112,-75.4702,875212.0,3.0,"Carneys Point, New Jersey, United States",US,USNJ,39.7112,-75.4702,875212.0,20130203
112195300,20110101,201101,2011,2011.0027,OPP,PROTESTER,,,,,,OPP,,,ISR,ISRAELI,ISR,,,,,,,,1,140,140,14,3,-6.5,9,1,9,6.61366100469823,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2,"New York, United States",US,USNY,42.1497,-74.9384,0.0,2.0,"New York, United States",US,USNY,42.1497,-74.9384,0.0,20130203
112195356,20110101,201101,2011,2011.0027,OPP,OPPOSITION PARTY,,,,,,OPP,,,LEG,PARLIAMENT,,,,,,LEG,,,1,140,140,14,3,-6.5,18,1,18,6.53120464441219,2.0,"Michigan, United States",US,USMI,43.3504,-84.5603,0.0,2,"Michigan, United States",US,USMI,43.3504,-84.5603,0.0,2.0,"Michigan, United States",US,USMI,43.3504,-84.5603,0.0,20130203
112205611,20110101,201101,2011,2011.0027,USA,ARIZONA,USA,,,,,,,,RUS,MOSCOW,RUS,,,,,,,,1,140,140,14,3,-6.5,2,1,2,5.74712643678161,2.0,"Arizona, United States",US,USAZ,33.7712,-111.388,0.0,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561.0,0.0,"Kremlin, Moskva, Russia",RS,RS48,55.7522,37.6156,,20130203
112205623,20110101,201101,2011,2011.0027,USA,ARIZONA,USA,,,,,,,,RUSCOP,MOSCOW,RUS,,,,,COP,,,1,140,140,14,3,-6.5,2,1,2,5.74712643678161,2.0,"Arizona, United States",US,USAZ,33.7712,-111.388,0.0,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561.0,0.0,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,,20130203
112218841,20110102,201101,2011,2011.0055,CAN,CANADA,CAN,,,,,,,,BUS,COMPANY,,,,,,BUS,,,1,140,140,14,3,-6.5,1,1,1,7.59219088937093,2.0,"Maine, United States",US,USME,44.6074,-69.3977,0.0,4,"Belleek, Fermanagh, United Kingdom",UK,UKS2,54.4833,-8.08333,-1500896.0,4.0,"Belleek, Fermanagh, United Kingdom",UK,UKS2,54.4833,-8.08333,-1500896.0,20130203
112218859,20110102,201101,2011,2011.0055,CAN,CANADA,CAN,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,140,140,14,3,-6.5,2,1,2,7.59219088937093,2.0,"Maine, United States",US,USME,44.6074,-69.3977,0.0,4,"Northern Ireland, Craigavon, United Kingdom",UK,UKR8,54.5,-6.5,-2604275.0,4.0,"Northern Ireland, Craigavon, United Kingdom",UK,UKR8,54.5,-6.5,-2604275.0,20130203
112235882,20110102,201101,2011,2011.0055,ISR,ISRAEL,ISR,,,,,,,,USAGOV,US AMBASSADOR,USA,,,,,GOV,,,1,140,140,14,3,-6.5,4,1,4,2.9126213592233,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,1.0,United States,US,US,38.0,-97.0,0.0,20130203
112252620,20110102,201101,2011,2011.0055,USA,UNITED STATES,USA,,,,,,,,CHN,CHINA,CHN,,,,,,,,1,140,140,14,3,-6.5,2,1,2,7.59219088937093,2.0,"Maine, United States",US,USME,44.6074,-69.3977,0.0,2,"Maine, United States",US,USME,44.6074,-69.3977,0.0,2.0,"Maine, United States",US,USME,44.6074,-69.3977,0.0,20130203
112279261,20110103,201101,2011,2011.0082,EDU,UNIVERSITY,,,,,,EDU,,,LBY,LIBYA,LBY,,,,,,,,1,140,140,14,3,-6.5,2,1,2,4.11111111111111,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,1.0,United States,US,US,38.0,-97.0,0.0,20130203
112302535,20110103,201101,2011,2011.0082,OPP,PROTESTER,,,,,,OPP,,,RUS,RUSSIA,RUS,,,,,,,,1,140,140,14,3,-6.5,8,1,8,7.38916256157635,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,4,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,-2960561.0,0.0,"Moscow, Moskva, Russia",RS,RS48,55.7522,37.6156,,20130203
233579985,20110103,201101,2011,2011.0082,USA,UNITED STATES,USA,,,,,,,,COP,POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,16,1,2,4.28571428571429,2.0,"Georgia, United States",US,USGA,47.3917,-121.571,0.0,4,"Tbilisi, Georgia (general), Georgia",GG,GG00,41.725,44.7908,-2330077.0,4.0,"Tbilisi, Georgia (general), Georgia",GG,GG00,41.725,44.7908,-2330077.0,20130205
112410518,20110105,201101,2011,2011.0137,BUS,PRODUCER,,,,,,BUS,,,GOV,GOVERNMENT,,,,,,GOV,,,0,140,140,14,3,-6.5,5,1,5,7.51351351351351,3.0,"Environmental Protection Agency, District of Columbia, United States",US,USDC,38.8773,-77.0178,529189.0,3,"Environmental Protection Agency, District of Columbia, United States",US,USDC,38.8773,-77.0178,529189.0,3.0,"Environmental Protection Agency, District of Columbia, United States",US,USDC,38.8773,-77.0178,529189.0,20130203
112468148,20110105,201101,2011,2011.0137,SAUGOV,ABDULLAH,SAU,,,,,GOV,,,GOV,PRESIDENTIAL PALACE,,,,,,GOV,,,1,140,140,14,3,-6.5,18,2,18,7.06860706860707,2.0,"Alaska, United States",US,USAK,61.385,-152.268,0.0,2,"Alaska, United States",US,USAK,61.385,-152.268,0.0,2.0,"Alaska, United States",US,USAK,61.385,-152.268,0.0,20130203
112484127,20110105,201101,2011,2011.0137,USA,LAWRENCE,USA,,,,,,,,OPP,PROTESTER,,,,,,OPP,,,0,140,140,14,3,-6.5,4,1,4,7.52984389348026,3.0,"East Bay, California, United States",US,USCA,37.0127,-119.653,1811542.0,3,"East Bay, California, United States",US,USCA,37.0127,-119.653,1811542.0,3.0,"East Bay, California, United States",US,USCA,37.0127,-119.653,1811542.0,20130203
112521102,20110106,201101,2011,2011.0164,EDU,STUDENT,,,,,,EDU,,,COP,POLICE,,,,,,COP,,,0,140,140,14,3,-6.5,4,1,4,2.62626262626263,2.0,"Alaska, United States",US,USAK,61.385,-152.268,0.0,2,"Alaska, United States",US,USAK,61.385,-152.268,0.0,2.0,"Alaska, United States",US,USAK,61.385,-152.268,0.0,20130203
112554556,20110106,201101,2011,2011.0164,OPP,ACTIVIST,,,,,,OPP,,,,,,,,,,,,,1,140,140,14,3,-6.5,5,1,5,6.57596371882086,3.0,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784.0,0,,,,0.0,0.0,0.0,3.0,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784.0,20130203
112596620,20110107,201101,2011,2011.0192,BLR,BELARUS,BLR,,,,,,,,BLRCOP,BELARUSSIAN,BLR,,,,,COP,,,0,140,140,14,3,-6.5,2,1,2,3.2934131736527,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
112598275,20110107,201101,2011,2011.0192,BUS,TRADER,,,,,,BUS,,,,,,,,,,,,,1,140,140,14,3,-6.5,10,2,10,1.04112750172533,2.0,"Montana, United States",US,USMT,46.9048,-110.326,0.0,0,,,,0.0,0.0,0.0,2.0,"Montana, United States",US,USMT,46.9048,-110.326,0.0,20130203
112621052,20110107,201101,2011,2011.0192,GOV,GOVERNMENT,,,,,,GOV,,,COP,POLICE,,,,,,COP,,,0,140,140,14,3,-6.5,12,2,12,4.20054200542005,2.0,"Alaska, United States",US,USAK,61.385,-152.268,0.0,4,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735338.0,4.0,"Ankara, Ankara, Turkey",TU,TU68,39.9272,32.8644,-735340.0,20130203
112624295,20110107,201101,2011,2011.0192,GOV,AMBASSADOR,,,,,,GOV,,,VNM,VIETNAM,VNM,,,,,,,,0,140,140,14,3,-6.5,60,14,56,3.58281786887285,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,21.0333,105.85,-3714993.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
112637926,20110107,201101,2011,2011.0192,LEG,SENATE,,,,,,LEG,,,GOV,GOVERNOR,,,,,,GOV,,,0,140,140,14,3,-6.5,2,1,2,3.53697749196141,3.0,"Burkesville, Kentucky, United States",US,USKY,36.7903,-85.3705,488433.0,3,"Burkesville, Kentucky, United States",US,USKY,36.7903,-85.3705,488433.0,3.0,"Burkesville, Kentucky, United States",US,USKY,36.7903,-85.3705,488433.0,20130203
112637927,20110107,201101,2011,2011.0192,LEG,SENATE,,,,,,LEG,,,GOV,GOVERNOR,,,,,,GOV,,,0,140,140,14,3,-6.5,7,1,7,3.53697749196141,3.0,"Morehead, Kentucky, United States",US,USKY,37.2712,-87.1764,508636.0,3,"Morehead, Kentucky, United States",US,USKY,37.2712,-87.1764,508636.0,3.0,"Morehead, Kentucky, United States",US,USKY,37.2712,-87.1764,508636.0,20130203
112646513,20110107,201101,2011,2011.0192,OPP,DEMONSTRATOR,,,,,,OPP,,,BLRCOP,BELARUSSIAN,BLR,,,,,COP,,,0,140,140,14,3,-6.5,7,1,7,3.2934131736527,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
112666593,20110107,201101,2011,2011.0192,USA,UNITED STATES,USA,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,1,140,140,14,3,-6.5,7,1,7,7.24043715846994,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
112674205,20110107,201101,2011,2011.0192,USAGOV,UNITED STATES,USA,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,4.62585890297358,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,21.0333,105.85,-3714993.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
112674206,20110107,201101,2011,2011.0192,USAGOV,UNITED STATES,USA,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,4.62585890297358,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
112674381,20110107,201101,2011,2011.0192,USAGOV,US AMBASSADOR,USA,,,,,GOV,,,VNM,VIETNAM,VNM,,,,,,,,0,140,140,14,3,-6.5,2,2,2,3.90115072627806,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,4,"Hanoi, Ha N?i, Vietnam, Republic Of",VM,VM44,21.0333,105.85,-3714993.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
112674382,20110107,201101,2011,2011.0192,USAGOV,US AMBASSADOR,USA,,,,,GOV,,,VNM,VIETNAM,VNM,,,,,,,,0,140,140,14,3,-6.5,32,16,30,3.60271367246067,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,3.0,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871.0,20130203
112786649,20110109,201101,2011,2011.0247,OPP,PROTESTER,,,,,,OPP,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,8,1,8,3.6231884057971,1.0,United States,US,US,38.0,-97.0,0.0,1,United States,US,US,38.0,-97.0,0.0,1.0,United States,US,US,38.0,-97.0,0.0,20130203
112797496,20110109,201101,2011,2011.0247,USA,AMERICAN,USA,,,,,,,,,,,,,,,,,,0,140,140,14,3,-6.5,7,1,7,5.2744119743407,2.0,"Virginia, United States",US,USVA,37.768,-78.2057,0.0,0,,,,0.0,0.0,0.0,2.0,"Virginia, United States",US,USVA,37.768,-78.2057,0.0,20130203
112835309,20110110,201101,2011,2011.0274,CVL,COMMUNITY,,,,,,CVL,,,EDU,STUDENT,,,,,,EDU,,,0,140,140,14,3,-6.5,3,1,3,9.42528735632184,3.0,"Beacon Hill, Massachusetts, United States",US,USMA,42.3587,-71.0678,619512.0,3,"Beacon Hill, Massachusetts, United States",US,USMA,42.3587,-71.0678,619512.0,3.0,"Beacon Hill, Massachusetts, United States",US,USMA,42.3587,-71.0678,619512.0,20130203
112835310,20110110,201101,2011,2011.0274,CVL,COMMUNITY,,,,,,CVL,,,EDU,STUDENT,,,,,,EDU,,,0,140,140,14,3,-6.5,2,1,2,9.42528735632184,2.0,"Massachusetts, United States",US,USMA,42.2373,-71.5314,0.0,3,"Beacon Hill, Massachusetts, United States",US,USMA,42.3587,-71.0678,619512.0,2.0,"Massachusetts, United States",US,USMA,42.2373,-71.5314,0.0,20130203
112835321,20110110,201101,2011,2011.0274,CVL,COMMUNITY,,,,,,CVL,,,ELI,FIRST LADY,,,,,,ELI,,,0,140,140,14,3,-6.5,2,1,2,9.42528735632184,3.0,"Beacon Hill, Massachusetts, United States",US,USMA,42.3587,-71.0678,619512.0,3,"Beacon Hill, Massachusetts, United States",US,USMA,42.3587,-71.0678,619512.0,3.0,"Beacon Hill, Massachusetts, United States",US,USMA,42.3587,-71.0678,619512.0,20130203
112836133,20110110,201101,2011,2011.0274,CVL,COMMUNITY,,,,,,CVL,,,USA,UNITED STATES,USA,,,,,,,,0,140,140,14,3,-6.5,2,1,2,9.42528735632184,2.0,"Massachusetts, United States",US,USMA,42.2373,-71.5314,0.0,2,"Massachusetts, United States",US,USMA,42.2373,-71.5314,0.0,2.0,"Massachusetts, United States",US,USMA,42.2373,-71.5314,0.0,20130203
