GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
253470928,20130401,201304,2013,2013.2493,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKA,LKA,,,,,,,,1,140,140,14,3,-6.5,3,1,3,2.07755848763721,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,11.0,78.0,-2112557,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130401.0,http://www.thehindu.com/news/national/tamil-nadu/government-urged-to-fix-fee-structure-for-private-schools/article4570690.ece
253470929,20130401,201304,2013,2013.2493,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKAN,LKA,,,,,,,,0,140,140,14,3,-6.5,4,1,4,1.73410404624277,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,4,"Chettikulam, Northern, Sri Lanka",CE,CE38,9.1571,80.6036,-2214711,4,"Chettikulam, Northern, Sri Lanka",CE,CE38,9.1571,80.6036,-2214711,20130401.0,http://www.thehindu.com/news/national/tamil-nadu/penultimate-tests-at-kudankulam-plant-over/article4570662.ece
253470930,20130401,201304,2013,2013.2493,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKA,LKA,,,,,,,,0,140,140,14,3,-6.5,2,1,2,1.73410404624277,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,4,"Chettikulam, Northern, Sri Lanka",CE,CE38,9.1571,80.6036,-2214711,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130401.0,http://www.thehindu.com/news/national/tamil-nadu/penultimate-tests-at-kudankulam-plant-over/article4570662.ece
253470931,20130401,201304,2013,2013.2493,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKAN,LKA,,,,,,,,1,140,140,14,3,-6.5,32,1,32,2.08700730963084,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,1,Sri Lanka,CE,CE,7.0,81.0,CE,1,Sri Lanka,CE,CE,7.0,81.0,CE,20130401.0,http://www.thehindu.com/news/national/tamil-nadu/minister-denies-irregularities-in-awarding-gps-ticketing-contract/article4570668.ece
253470932,20130401,201304,2013,2013.2493,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKAN,LKA,,,,,,,,1,140,140,14,3,-6.5,28,1,28,2.1330177043436,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,1,Sri Lanka,CE,CE,7.0,81.0,CE,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130401.0,http://www.thehindu.com/news/national/tamil-nadu/dmk-opposes-move-to-recruit-new-workers-for-cooperative-milk-union/article4570696.ece
253470933,20130401,201304,2013,2013.2493,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKA,LKA,,,,,,,,1,140,140,14,3,-6.5,3,1,3,3.45355130210273,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130401.0,http://www.thehindu.com/news/cities/Madurai/enhanced-ac-facility-planned-for-devotees-at-celestial-wedding/article4569415.ece
253480634,20130401,201304,2013,2013.2493,OPP,PROTESTER,,,,,,OPP,,, COP,POLICE,,,,,,COP,,,0,140,140,14,3,-6.5,10,1,10,0.547945205479452,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130401.0,http://www.thehindu.com/news/cities/chennai/auto-driver-dies-in-custody-family-protests-blames-cops/article4570814.ece
253480635,20130401,201304,2013,2013.2493,OPP,PROTESTER,,,,,,OPP,,, COP,ANTI RIOT POLICE,,,,,,COP,,,1,140,140,14,3,-6.5,10,1,10,2.09424083769634,1,United States,US,US,38.0,-97.0,US,1,United States,US,US,38.0,-97.0,US,1,United States,US,US,38.0,-97.0,US,20130401.0,http://www.cnn.com/2013/03/30/world/us-navy-ship-reef/index.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+rss%2Fcnn_world+%28RSS%3A+World%29
253481132,20130401,201304,2013,2013.2493,PHL,PHILIPPINE,PHL,,,,,,,, BHRCOP,BAHRAIN,BHR,,,,,COP,,,1,140,140,14,3,-6.5,10,1,10,2.65957446808511,2,"Hawaii, United States",US,USHI,21.1098,-157.531,HI,2,"Hawaii, United States",US,USHI,21.1098,-157.531,HI,2,"Hawaii, United States",US,USHI,21.1098,-157.531,HI,20130401.0,http://www.philippinetimes.com/index.php/sid/213538011/scat/2411cd3571b4f088
253489956,20130326,201303,2013,2013.2356,HRI,RIGHTS GROUP,,,,,,HRI,,, JUD,SUPREME COURT,,,,,,JUD,,,1,140,140,14,3,-6.5,10,1,10,3.39805825242718,1,United States,US,US,38.0,-97.0,US,1,United States,US,US,38.0,-97.0,US,1,United States,US,US,38.0,-97.0,US,20130402.0,http://www.huffingtonpost.com/2013/04/02/human-rights-campaign-apologizes_n_2994939.html
253498161,20130402,201304,2013,2013.2521,CHN,CHINA,CHN,,,,,,,, ,,,,,,,,,,0,140,140,14,3,-6.5,1,1,1,1.63147792706334,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,0,,,,,,,5,"Jiangsu, Jiangsu, China",CH,CH04,33.0,120.0,-1911691,20130402.0,http://blogs.reuters.com/great-debate/2013/04/02/new-bird-flu-strain-creates-fear-and-surveillance/
253501551,20130402,201304,2013,2013.2521,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKA,LKA,,,,,,,,1,140,140,14,3,-6.5,4,1,4,1.88571850975754,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,11.0,78.0,-2112557,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130402.0,http://www.thehindu.com/news/cities/Tiruchirapalli/tasmac-outlets-opposed-in-tiruchi-neighbourhoods/article4572878.ece
253501552,20130402,201304,2013,2013.2521,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKAN,LKA,,,,,,,,1,140,140,14,3,-6.5,8,1,8,2.78379043690104,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,1,Sri Lanka,CE,CE,7.0,81.0,CE,1,Sri Lanka,CE,CE,7.0,81.0,CE,20130402.0,http://www.thehindu.com/news/cities/Tiruchirapalli/tiruchi-mayors-help-sought-in-saving-park-site/article4572896.ece
253501553,20130402,201304,2013,2013.2521,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKAN,LKA,,,,,,,,1,140,140,14,3,-6.5,8,1,8,2.78379043690104,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,1,Sri Lanka,CE,CE,7.0,81.0,CE,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130402.0,http://www.thehindu.com/news/cities/Tiruchirapalli/tiruchi-mayors-help-sought-in-saving-park-site/article4572896.ece
253539019,20130403,201304,2013,2013.2548,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKA,LKA,,,,,,,,0,140,140,14,3,-6.5,3,1,3,1.70907912648072,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,5,"Tamil Nadu, Tamil Nadu, India",IN,IN25,11.0,78.0,-2112557,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130403.0,http://www.thehindu.com/news/cities/Madurai/areas-that-are-exempted-from-load-shedding/article4574061.ece
253539020,20130403,201304,2013,2013.2548,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKAN,LKA,,,,,,,,1,140,140,14,3,-6.5,24,1,24,1.34206237470554,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,1,Sri Lanka,CE,CE,7.0,81.0,CE,1,Sri Lanka,CE,CE,7.0,81.0,CE,20130403.0,http://www.thehindu.com/news/cities/Coimbatore/elephant-calf-electrocuted-in-nilgiris/article4577096.ece
253539021,20130403,201304,2013,2013.2548,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKA,LKA,,,,,,,,1,140,140,14,3,-6.5,17,1,17,1.52439669875832,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,1,Sri Lanka,CE,CE,7.0,81.0,CE,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130403.0,http://www.thehindu.com/news/cities/Tiruchirapalli/people-demand-widening-of-the-kangeyampalayam-road/article4577089.ece
253560794,20130403,201304,2013,2013.2548,USA,WASHINGTON,USA,,,,,,,, ,,,,,,,,,,1,140,140,14,3,-6.5,4,2,4,1.70293435298161,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20130403.0,http://www.news.com.au/breaking-news/re-open-rangeview-for-young-offenders-human-rights-lawyer/story-e6frfkp9-1226611888519?from=public_rss
253579753,20130404,201304,2013,2013.2575,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKAN,LKA,,,,,,,,0,140,140,14,3,-6.5,4,1,4,2.10280373831776,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,4,"Tirumangalam, Western, Sri Lanka",CE,CE36,6.8093,79.9295,-2237498,4,"Tirumangalam, Western, Sri Lanka",CE,CE36,6.8093,79.9295,-2237498,20130404.0,http://www.thehindu.com/news/cities/Madurai/a-long-wait-for-love-and-care/article4580349.ece
253579754,20130404,201304,2013,2013.2575,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKA,LKA,,,,,,,,0,140,140,14,3,-6.5,2,1,2,2.10280373831776,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,4,"Tirumangalam, Western, Sri Lanka",CE,CE36,6.8093,79.9295,-2237498,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,20130404.0,http://www.thehindu.com/news/cities/Madurai/a-long-wait-for-love-and-care/article4580349.ece
253579755,20130404,201304,2013,2013.2575,EDU,STUDENT,,,,,,EDU,,, LKA,SRI LANKAN,LKA,,,,,,,,1,140,140,14,3,-6.5,24,1,24,1.13628215439054,2,"Idaho, United States",US,USID,44.2394,-114.51,ID,1,Sri Lanka,CE,CE,7.0,81.0,CE,1,Sri Lanka,CE,CE,7.0,81.0,CE,20130404.0,http://www.thehindu.com/news/cities/Tiruchirapalli/corporation-scrapes-cauvery-bed-for-summer-water-supply/article4580510.ece
