GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
813432650,20190101,201901,2019,2019.0027,GOVOPP,GOVERNMENT,,,,,,GOV,OPP,,SDNCOP,SUDAN,SDN,,,,,COP,,,1,140,140,14,3,-6.5,2,1,2,-6.55542312276519,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20190101,https://www.japantimes.co.jp/?post_type=news&p=1670111
813440894,20190101,201901,2019,2019.0027,GOVMIL,SECRETARY OF DEFENSE,,,,,,GOV,MIL,,USA,UNITED STATES,USA,,,,,,,,0,140,140,14,3,-6.5,2,1,2,-2.02429149797571,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190101,https://theiranproject.com/blog/2019/01/01/what-trumps-syria-withdrawal-means-for-the-middle-east/
813515536,20190101,201901,2019,2019.0027,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,SYR,SYRIA,SYR,,,,,,,,0,140,140,14,3,-6.5,3,1,3,-2.92573143285822,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20190101,http://www.watertowndailytimes.com/national/trump-reacting-to-pushback-slows-syria-troop-withdrawal-20190101
813558737,20190102,201901,2019,2019.0055,USA,UTAH,USA,,,,,,,,,,,,,,,,,,1,140,140,14,3,-6.5,64,32,64,-2.96413016942964,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.miamiherald.com/news/nation-world/article223793565.html
813558738,20190102,201901,2019,2019.0055,USA,UTAH,USA,,,,,,,,,,,,,,,,,,1,140,140,14,3,-6.5,77,32,77,-2.8201225544338,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,0,,,,,,,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,20190102,https://www.miamiherald.com/news/nation-world/article223793565.html
813567451,20190102,201901,2019,2019.0055,CVL,MIGRANT,,,,,,CVL,,,MEX,MEXICO,MEX,,,,,,,,1,140,140,14,3,-6.5,2,1,2,-5.08744038155802,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.nytimes.com/reuters/2019/01/01/world/americas/01reuters-usa-immigration-border.html
813570709,20190102,201901,2019,2019.0055,USA,UTAH,USA,,,,,,,,,,,,,,,,,,1,140,140,14,3,-6.5,2,1,2,-2.85087719298245,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,2,"Tennessee, United States",US,USTN,35.7449,-86.7489,TN,20190102,https://www.cp24.com/world/departure-of-trump-s-gop-critics-in-senate-leaves-a-void-1.4237217
813571492,20190102,201901,2019,2019.0055,CVL,MIGRANT,,,,,,CVL,,,MEX,MEXICO,MEX,,,,,,,,1,140,140,14,3,-6.5,3,2,3,-5.70713391739675,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20190102,https://www.newsmax.com/world/globaltalk/lt-mexico-migrant-caravan/2019/01/01/id/896488/
813572122,20190102,201901,2019,2019.0055,USA,NEW YORK,USA,,,,,,,,SYR,SYRIA,SYR,,,,,,,,1,140,140,14,3,-6.5,4,1,4,-3.20284697508897,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,1,Syria,SY,SY,35.0,38.0,SY,1,Syria,SY,SY,35.0,38.0,SY,20190102,https://countervortex.org/node/16202
813584293,20190102,201901,2019,2019.0055,SYR,SYRIA,SYR,,,,,,,,,,,,,,,,,,1,140,140,14,3,-6.5,6,3,6,0.64710840081844,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.defenseone.com/ideas/2019/01/america-meet-your-acting-secretary-defense/153868/
813584379,20190102,201901,2019,2019.0055,USA,UNITED STATES,USA,,,,,,,,,,,,,,,,,,0,140,140,14,3,-6.5,2,1,2,-3.35329341317365,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,0,,,,,,,4,"Tijuana, Baja California, Mexico",MX,MX02,32.5333,-117.017,-1705741,20190102,https://www.recorder.com/AP-News-in-Brief-at-9-04-p-m-EST-22498820
813594426,20190102,201901,2019,2019.0055,USA,UTAH,USA,,,,,,,,USALEG,UNITED STATES,USA,,,,,LEG,,,0,140,140,14,3,-6.5,1,1,1,-2.61627906976745,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.timesofisrael.com/departure-of-trumps-gop-critics-in-senate-leaves-a-void/
813594427,20190102,201901,2019,2019.0055,USA,UTAH,USA,,,,,,,,USALEG,UNITED STATES,USA,,,,,LEG,,,0,140,140,14,3,-6.5,1,1,1,-2.61627906976745,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,20190102,https://www.timesofisrael.com/departure-of-trumps-gop-critics-in-senate-leaves-a-void/
813594445,20190102,201901,2019,2019.0055,USALEG,UNITED STATES,USA,,,,,LEG,,,,,,,,,,,,,0,140,140,14,3,-6.5,2,1,2,-2.61627906976745,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,0,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.timesofisrael.com/departure-of-trumps-gop-critics-in-senate-leaves-a-void/
813594446,20190102,201901,2019,2019.0055,USALEG,UTAH,USA,,,,,LEG,,,,,,,,,,,,,0,140,140,14,3,-6.5,4,1,4,-2.61627906976745,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,0,,,,,,,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,20190102,https://www.timesofisrael.com/departure-of-trumps-gop-critics-in-senate-leaves-a-void/
813602984,20190102,201901,2019,2019.0055,USA,UTAH,USA,,,,,,,,,,,,,,,,,,1,140,140,14,3,-6.5,6,1,6,-2.76422764227642,3,"Capitol Hill, District of Columbia, United States",US,USDC,38.889,-77.0003,529313,0,,,,,,,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.dailymail.co.uk/wires/ap/article-6543929/Departure-Trumps-GOP-critics-Senate-leaves-void.html
813608675,20190102,201901,2019,2019.0055,SYR,SYRIA,SYR,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,140,140,14,3,-6.5,1,1,1,-3.42105263157895,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,40.1135,-111.854,UT,20190102,http://www.bssnews.net/?p=144531
813629442,20190102,201901,2019,2019.0055,COP,SECURITY FORCE,,,,,,COP,,,USA,UNITED STATES,USA,,,,,,,,0,140,140,14,3,-6.5,4,2,4,-4.3607532210109,3,"Long Island, New York, United States",US,USNY,43.152,-76.061,955858,3,"Long Island, New York, United States",US,USNY,43.152,-76.061,955858,3,"Long Island, New York, United States",US,USNY,43.152,-76.061,955858,20190102,http://www.sandiegouniontribune.com/la-fg-egypt-american-prison-20190102-story.html
813641139,20190102,201901,2019,2019.0055,USA,PHOENIX,USA,,,,,,,,GOV,PRIME MINISTER,,,,,,GOV,,,0,140,140,14,3,-6.5,80,8,80,0.31323414252154,3,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784,3,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784,3,"Phoenix, Arizona, United States",US,USAZ,33.4484,-112.074,44784,20190102,https://ottawacitizen.com/news/local-news/harpers-dissatisfied-public-servant-more-myth-than-reality-new-research-shows
813641166,20190102,201901,2019,2019.0055,USA,UNITED STATES,USA,,,,,,,,NICGOV,DANIEL ORTEGA,NIC,,,,,GOV,,,1,140,140,14,3,-6.5,8,1,8,-7.63052208835342,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,1,United States,US,US,39.828175,-98.5795,US,20190102,https://www.chron.com/news/world/article/OAS-head-seeks-activation-of-democratic-charter-13497379.php
813663842,20190102,201901,2019,2019.0055,GOVMIL,SECRETARY OF DEFENSE,,,,,,GOV,MIL,,GOV,PRESIDENT,,,,,,GOV,,,0,140,140,14,3,-6.5,8,1,8,-3.72093023255814,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.pennlive.com/opinion/2019/01/can-washington-end-its-shutdown-shenanigans-e-fletcher-mcclellan.html
813664745,20190102,201901,2019,2019.0055,USAGOVMIL,UNITED STATES,USA,,,,,GOV,MIL,,GOV,PRESIDENT,,,,,,GOV,,,0,140,140,14,3,-6.5,2,1,2,-3.72093023255814,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.pennlive.com/opinion/2019/01/can-washington-end-its-shutdown-shenanigans-e-fletcher-mcclellan.html
813684769,20190102,201901,2019,2019.0055,CVL,MIGRANT,,,,,,CVL,,,MEX,MEXICO,MEX,,,,,,,,1,140,140,14,3,-6.5,8,1,8,-8.71794871794872,3,"San Diego, California, United States",US,USCA,32.7153,-117.157,1661377,4,"Tijuana, Baja California, Mexico",MX,MX02,32.5333,-117.017,-1705741,4,"Tijuana, Baja California, Mexico",MX,MX02,32.5333,-117.017,-1705741,20190102,http://revolutionradio.org/2019/01/02/caravan-migrants-get-children-caught-in-concertina-wire-hurl-rocks-at-border-patrol-agents-who-respond-with-tear-gas/
813692114,20190102,201901,2019,2019.0055,IRN,IRANIAN,IRN,,,,,,,,OPP,DEMONSTRATOR,,,,,,OPP,,,0,140,140,14,3,-6.5,1,1,1,-7.72266065388951,1,United States,US,US,39.828175,-98.5795,US,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,4,"Tehran, Tehran, Iran",IR,IR26,35.75,51.5148,10074674,20190102,https://defence.pk/pdf/threads/the-princes-of-iran-speak-out-as-regime-fears-collapse.594729/
813694031,20190102,201901,2019,2019.0055,ELI,RETIRED,,,,,,ELI,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,66,17,66,0.371615612245702,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.newcanaannewsonline.com/news/article/The-Latest-Trump-says-he-fired-Mattis-who-left-13503626.php
813696235,20190102,201901,2019,2019.0055,GOVMIL,SECRETARY OF DEFENSE,,,,,,GOV,MIL,,USA,UNITED STATES,USA,,,,,,,,0,140,140,14,3,-6.5,2,1,2,-3.0188679245283,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.mei.edu/publications/what-trumps-syria-withdrawal-means-middle-east
813709400,20190102,201901,2019,2019.0055,PTY,PRESIDENTIAL CANDIDATE,,,,,,,,,USA,UNITED STATES,USA,,,,,,,,0,140,140,14,3,-6.5,2,1,2,-1.78926441351888,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.vanityfair.com/news/2019/01/mitt-romney-donald-trump-op-ed
813723137,20190102,201901,2019,2019.0055,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,SYR,SYRIA,SYR,,,,,,,,0,140,140,14,3,-6.5,82,17,82,-0.549850048145967,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.mysanantonio.com/news/article/AP-FACT-CHECK-Trump-s-skewed-theory-of-paying-13503855.php
813723138,20190102,201901,2019,2019.0055,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,SYR,SYRIA,SYR,,,,,,,,0,140,140,14,3,-6.5,20,10,20,-0.50971958644452,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Trenton, New Jersey, United States",US,USNJ,40.2171,-74.7429,884540,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190102,https://www.mysanantonio.com/news/article/AP-FACT-CHECK-Trump-s-skewed-theory-of-paying-13503855.php
813725350,20190102,201901,2019,2019.0055,REL,CLERGY,,,,,,,,,USA,CHICAGO,USA,,,,,,,,0,140,140,14,3,-6.5,4,1,4,-6.63562281722934,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,20190102,https://www.ilnews.org/news/justice/sex-abuse-victims-to-church-prayers-and-self-reflection-not/article_ef10e696-0ec0-11e9-b21d-27c3aa2825dc.html
813725352,20190102,201901,2019,2019.0055,REL,CLERGY,,,,,,,,,USACHR,CHICAGO,USA,,,CHR,,,,,0,140,140,14,3,-6.5,6,1,6,-6.63562281722934,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,20190102,https://www.ilnews.org/news/justice/sex-abuse-victims-to-church-prayers-and-self-reflection-not/article_ef10e696-0ec0-11e9-b21d-27c3aa2825dc.html
813730259,20190103,201901,2019,2019.0082,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,SYR,SYRIA,SYR,,,,,,,,0,140,140,14,3,-6.5,130,25,130,-0.569248658006462,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190103,https://www.aspendailynews.com/associated_press/ap-fact-check-trump-s-claims-on-border-drugs-mattis/article_9b1686a6-301e-5176-b28d-e3ea231e6692.html
813730260,20190103,201901,2019,2019.0082,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,SYR,SYRIA,SYR,,,,,,,,0,140,140,14,3,-6.5,38,18,38,-0.550962381557035,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Trenton, New Jersey, United States",US,USNJ,40.2171,-74.7429,884540,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190103,https://www.ctpost.com/news/article/AP-FACT-CHECK-Trump-s-skewed-theory-of-paying-13503855.php
813730261,20190103,201901,2019,2019.0082,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,SYR,SYRIA,SYR,,,,,,,,0,140,140,14,3,-6.5,12,1,12,-0.54112554112554,2,"New Jersey, United States",US,USNJ,40.314,-74.5089,NJ,2,"New Jersey, United States",US,USNJ,40.314,-74.5089,NJ,2,"New Jersey, United States",US,USNJ,40.314,-74.5089,NJ,20190103,https://www.ksl.com/article/46460034/ap-fact-check-trumps-claims-on-border-drugs-mattis
813734630,20190103,201901,2019,2019.0082,REL,CLERGY,,,,,,,,,USA,CHICAGO,USA,,,,,,,,0,140,140,14,3,-6.5,4,1,4,-5.70291777188329,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,20190103,https://wqad.com/2019/01/02/sex-abuse-victims-to-church-prayers-and-self-reflection-not-enough/
813734633,20190103,201901,2019,2019.0082,REL,CLERGY,,,,,,,,,USACHR,CHICAGO,USA,,,CHR,,,,,0,140,140,14,3,-6.5,6,1,6,-5.70291777188329,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,3,"Chicago, Illinois, United States",US,USIL,41.85,-87.6501,423587,20190103,https://wqad.com/2019/01/02/sex-abuse-victims-to-church-prayers-and-self-reflection-not-enough/
813737052,20190103,201901,2019,2019.0082,ELI,RETIRED,,,,,,ELI,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,10,3,10,-1.03709837302991,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190103,https://www.theintelligencer.com/news/article/The-Latest-Trump-says-he-fired-Mattis-who-left-13503626.php
813743218,20190103,201901,2019,2019.0082,GOVMIL,SECRETARY OF DEFENSE,,,,,,GOV,MIL,,USA,AMERICAN,USA,,,,,,,,0,140,140,14,3,-6.5,6,1,6,-2.52293577981651,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190103,http://macedoniaonline.eu/content/view/33555/61/
813744071,20190103,201901,2019,2019.0082,USA,UNITED STATES,USA,,,,,,,,GOVMIL,SECRETARY OF DEFENSE,,,,,,GOV,MIL,,0,140,140,14,3,-6.5,4,1,4,-2.52293577981651,2,"Kentucky, United States",US,USKY,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,37.669,-84.6514,KY,2,"Kentucky, United States",US,USKY,37.669,-84.6514,KY,20190103,http://macedoniaonline.eu/content/view/33555/61/
813756669,20190103,201901,2019,2019.0082,USA,UNITED STATES,USA,,,,,,,,GOVMIL,DEFENSE SECRETARY,,,,,,GOV,MIL,,0,140,140,14,3,-6.5,4,1,4,-0.82815734989648,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190103,https://q107.com/news/4809103/donald-trump-border-wall-cost-usmca/
813765138,20190103,201901,2019,2019.0082,GOV,PRESIDENT,,,,,,GOV,,,USAGOVMIL,UNITED STATES,USA,,,,,GOV,MIL,,1,140,140,14,3,-6.5,2,1,2,-2.35294117647059,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190103,http://www.nydailynews.com/news/politics/ny-pol-trump-fired-mattis-resigned-protest-20190102-story.html
813775248,20190103,201901,2019,2019.0082,GOV,PRESIDENT,,,,,,GOV,,,,,,,,,,,,,0,140,140,14,3,-6.5,12,2,12,2.37412761714856,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,0,,,,,,,3,"White House, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190103,https://www.jpost.com/American-Politics/Haley-departs-UN-post-but-wont-go-silently-on-Twitter-576195
813870158,20190103,201901,2019,2019.0082,EDU,STUDENT,,,,,,EDU,,,USA,PORTLAND,USA,,,,,,,,1,140,140,14,3,-6.5,4,1,4,-3.0,3,"Jefferson High School, Oregon, United States",US,USOR,45.5606,-122.672,1122396,3,"Jefferson High School, Oregon, United States",US,USOR,45.5606,-122.672,1122396,3,"Jefferson High School, Oregon, United States",US,USOR,45.5606,-122.672,1122396,20190103,http://eagnews.org/portland-students-ditch-class-to-demand-city-remove-cops-from-schools/
813876654,20190103,201901,2019,2019.0082,USA,WASHINGTON,USA,,,,,,,,CVL,MIGRANT,,,,,,CVL,,,0,140,140,14,3,-6.5,5,1,5,-0.08449514152937,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,3,"Washington, District of Columbia, United States",US,USDC,38.8951,-77.0364,531871,20190103,https://www.vox.com/policy-and-politics/2019/1/3/18141432/new-congress-lawmakers-to-watch
