GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
498578485,20160101,201601,2016,2016.0027,USA,UNITED STATES,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,0,140,140,14,3,-6.5,1,1,1,-4.85327313769751,3,"Corsicana, Texas, United States",US,USTX,32.0954,-96.4689,1333395,3,"Corsicana, Texas, United States",US,USTX,32.0954,-96.4689,1333395,3,"Corsicana, Texas, United States",US,USTX,32.0954,-96.4689,1333395,20160101,http://www.corsicanadailysun.com/news/year-in-review-top-local-stories-of/article_16761b6e-af3f-11e5-aa54-1be1e1d2023c.html
498578486,20160101,201601,2016,2016.0027,USA,UNITED STATES,USA,,,,,,,,USACOP,UNITED STATES,USA,,,,,COP,,,0,140,140,14,3,-6.5,1,1,1,-4.85327313769751,3,"Corsicana, Texas, United States",US,USTX,32.0954,-96.4689,1333395,3,"Navarro College, Texas, United States",US,USTX,32.0757,-96.4983,1342380,3,"Corsicana, Texas, United States",US,USTX,32.0954,-96.4689,1333395,20160101,http://www.corsicanadailysun.com/news/year-in-review-top-local-stories-of/article_16761b6e-af3f-11e5-aa54-1be1e1d2023c.html
498582706,20160101,201601,2016,2016.0027,USA,NEW YORK CITY,USA,,,,,,,,,,,,,,,,,,1,140,140,14,3,-6.5,10,1,10,-7.65217391304348,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,0,,,,,,,2,"New York, United States",US,USNY,42.1497,-74.9384,NY,20160101,http://blackholezoo.com/2015-was-a-year-of-protests-in-the-usa/
498584296,20160101,201601,2016,2016.0027,OPP,PROTESTER,,,,,,OPP,,,COP,POLICE,,,,,,COP,,,0,140,140,14,3,-6.5,6,1,6,-3.56164383561643,3,"Los Angeles, California, United States",US,USCA,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,34.0522,-118.244,1662328,3,"Los Angeles, California, United States",US,USCA,34.0522,-118.244,1662328,20160101,http://www.phillytrib.com/metros/black-lives-matter-takes-social-justice-onto-new-paths/article_9129b7dc-1dcf-5f4a-99fb-1efca734f62b.html
498584297,20160101,201601,2016,2016.0027,OPP,PROTESTER,,,,,,OPP,,,COP,POLICE,,,,,,COP,,,0,140,140,14,3,-6.5,4,1,4,-3.56164383561643,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,2,"Florida, United States",US,USFL,27.8333,-81.717,FL,20160101,http://www.phillytrib.com/metros/black-lives-matter-takes-social-justice-onto-new-paths/article_9129b7dc-1dcf-5f4a-99fb-1efca734f62b.html
498615122,20160101,201601,2016,2016.0027,USACOP,UNITED STATES,USA,,,,,COP,,,COP,POLICE OFFICER,,,,,,COP,,,0,140,140,14,3,-6.5,2,1,2,-3.3955857385399,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,3,"Denver, Colorado, United States",US,USCO,39.7392,-104.985,201738,20160101,"http://www.american-reporter.com/5,335/1121.html"
498643434,20160101,201601,2016,2016.0027,EDUEDU,COLLEGE,,,,,,EDU,EDU,,USA,CALIFORNIA,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,-1.44144144144144,2,"District of Columbia, United States",US,USDC,38.8964,-77.0262,DC,2,"Connecticut, United States",US,USCT,41.5834,-72.7622,CT,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,20160101,https://au.news.yahoo.com/thewest/business/world/a/30473020/new-year-brings-minimum-wage-hikes-for-americans-in-14-states/
498643666,20160101,201601,2016,2016.0027,LAB,EMPLOYEE,,,,,,LAB,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,-1.44144144144144,2,"District of Columbia, United States",US,USDC,38.8964,-77.0262,DC,2,"California, United States",US,USCA,36.17,-119.746,CA,2,"District of Columbia, United States",US,USDC,38.8964,-77.0262,DC,20160101,https://au.news.yahoo.com/thewest/business/world/a/30473020/new-year-brings-minimum-wage-hikes-for-americans-in-14-states/
498643667,20160101,201601,2016,2016.0027,LAB,EMPLOYEE,,,,,,LAB,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,-1.44144144144144,2,"District of Columbia, United States",US,USDC,38.8964,-77.0262,DC,2,"Colorado, United States",US,USCO,39.0646,-105.327,CO,2,"Alaska, United States",US,USAK,61.385,-152.268,AK,20160101,https://au.news.yahoo.com/thewest/business/world/a/30473020/new-year-brings-minimum-wage-hikes-for-americans-in-14-states/
498643972,20160101,201601,2016,2016.0027,USAEDU,UNITED STATES,USA,,,,,EDU,,,USA,UNITED STATES,USA,,,,,,,,1,140,140,14,3,-6.5,2,1,2,-1.44144144144144,3,"Whittier College, California, United States",US,USCA,33.9775,-118.03,251510,3,"Pico Rivera, California, United States",US,USCA,33.9831,-118.097,1652773,3,"Whittier College, California, United States",US,USCA,33.9775,-118.03,251510,20160101,https://au.news.yahoo.com/thewest/business/world/a/30473020/new-year-brings-minimum-wage-hikes-for-americans-in-14-states/
