Year,Theme,Count
1930,Bruges,1
1930,Butterfly pea,1
1930,Butterfly weed,1
1930,Cactoideae,1
1930,Cactus,6
1930,California fuschia,1
1930,California lilac,1
1930,California poppy,1
1930,California rose-bay,1
1930,Calochortus albus,1
1930,Calochortus amabilis,1
1930,Calochortus anoenum,1
1930,Calochortus kennedyi,1
1930,Calochortus nuttallii,1
1930,Calycanthus occidentalis,1
1930,Calystegia convolvulus sepium,1
1930,Cambridge,1
1930,Campanula,1
1930,Canals,3
1930,Candlemaker,1
1930,Candlestick,1
1930,Cannon,1
1930,Canyon,2
1930,Cap and gown,1
1930,Cards,1
1930,Caricaturist,1
1930,Carolina pink,1
1930,Carriage,3
1930,Cart,3
1930,Cartoons,1
1930,Cascade Mountains,1
1930,Castanea dentata,2
1930,Castles,2
1930,Cats,4
1930,Cattail,1
1930,Cattle,7
1930,Caulanthus inflatus,1
1930,Ceanothus thyrsiflorus,1
1930,Cedar tree,2
1930,Chain,1
1930,Chairs,7
1930,Cherry tree,1
1930,Chess,1
1930,Chest,1
1930,Chester,1
1930,Chestnut tree,1
1930,Chicago River,1
1930,Chicken,2
1930,Chief,1
1930,Chihuahua,1
1930,Children,25
1930,Cholla opuntia whipplei,1
1930,Christmas,1
1930,Church buildings,17
1930,Cineraria,1
1930,Circe,1
1930,Circus,2
1930,Cirsium arizonica,1
1930,Cities and towns,4
1930,Cityscapes,65
1930,"Civil War, 1861-1865",1
1930,Civilian awards,1
1930,Clam,1
1930,Claudine,1
1930,Clematis hirsutissima,1
1930,Clematis pseudoalpina,1
1930,Clergy,1
1930,Cliffrose,1
1930,Clintonia borealis,1
1930,Clitoria mariana,1
1930,Clothing and dress,48
1930,Cloud,9
1930,Coasts,18
1930,Coat,1
1930,Collector,1
1930,College administrator,1
1930,Colonnade,1
1930,Columbia (Symbolic character),1
1930,Column,1
1930,Comics,1
1930,Commercial,15
1930,Common pitcherplant,1
1930,Communication arts,1
1930,Connoisseur,1
1930,Conradina verticillata,1
1930,Construction,2
1930,Containers,4
1930,Contortionist,1
1930,Conversation,1
1930,Cooking,4
1930,Corn,3
1930,Cornus nuttallii,2
1930,Corylus rostrata,1
1930,Coryphantha arizonica,1
1930,Costume,11
1930,Cotton,3
1930,Couch,2
1930,Cougar,2
1930,Cour du Dragon,1
1930,Courting,1
1930,Cowania stanshuriana,1
1930,Coyote,1
1930,Crafts,15
1930,Crane,1
1930,Crime,1
1930,Cross,1
1930,Crucifixion,2
1930,Cucumber cactus,1
1930,Cucumber tree,1
1930,Cupressus macrocarpa,1
1930,Cuyamaca Mountains,1
1930,Cycling,1
1930,Dagger,1
1930,Dairy products industry,1
1930,Daisies,1
1930,Danae? (Greek mythology),1
1930,Dance,4
1930,Daniel (Biblical figure),1
1930,Daphne (Greek deity),1
1930,Darlingtonia,1
1930,Death,10
1930,Death valley sage,1
1930,Defeat,1
1930,Delphinium,1
1930,Delphinium nudicale,1
1930,Delphinium scopulorum,1
1930,Description and travel,3
1930,Desert biology,1
1930,Desert mariposa,1
1930,Deserts,19
1930,Design,6
1930,Detail,23
1930,Diospyros virginiana,1
1930,Diplomacy,1
1930,Diplomats,1
1930,Disasters,5
1930,Disciple,1
1930,Diseases,1
1930,Dish,1
1930,Disporum hookeri,1
1930,Dodecatheon hendersonii,1
1930,Dogs,8
1930,Dolls,1
1930,Domestic,62
1930,Donkey,4
1930,Drafting & Writing Implements,1
1930,Drape,1
1930,Dress accessories,35
1930,Driftway,1
1930,Drosera rotundifolia,2
1930,Drought,1
1930,Dutchman's pipe,1
1930,Dwellings,31
1930,Eagles,3
1930,Easter,1
1930,Ecology,3
1930,Education,1
1930,Education and Scholarship,6
1930,Educators,5
1930,Elephants,1
1930,Emblems,2
1930,Emotions,5
1930,Engines,1
1930,Entertainers,14
1930,Eremalche rotundifolia,1
1930,Erigeron macranthus,1
1930,Erysimum wheeleri,1
1930,Eschscholtzia californica,1
1930,Eschscholtzia glyptosperma,1
1930,Essayist,1
1930,Etcher,1
1930,Eternity,1
1930,Euonymus americanus,1
1930,Eustoma russelianum,1
1930,Eve (Biblical figure),1
1930,Evening,11
1930,Evening primrose,4
1930,Evil,5
1930,Exposition,3
1930,Eye wear,2
1930,Eyeglasses,2
1930,Facial Hair,3
1930,Factory,3
1930,Fair,1
1930,Fairy-bells,1
1930,Fallugia paradoxa,1
1930,False indigo,1
1930,Family,8
1930,Fans,4
1930,Fantasy,9
1930,Farewell-to-spring,1
1930,Farmhouse,6
1930,Farms,35
1930,Faun,1
1930,Fear,2
1930,Feather,1
1930,Female and child,6
1930,Fence,4
1930,Festivals,4
1930,Figure female,81
1930,Figure group,141
1930,Figure male,53
1930,Figure(s) in exterior,5
1930,Fire,1
1930,Fire Station,1
1930,Fire pink,1
1930,Firearms,2
1930,Fireman,1
1930,Fireworks,1
1930,Fishes,4
1930,Fishing,9
1930,Fishing boat,2
1930,Flags,4
1930,Flame azalea,1
1930,Flanders,1
1930,Fleabane,1
1930,Flight of Jesus Christ into Egypt,1
1930,Florence,1
1930,Flowers,21
1930,Flute,1
1930,Fog,1
1930,Foliage,4
1930,Food habits,2
1930,Footbridge,1
1930,Forests and forestry,11
1930,Founder,1
1930,Fountain,2
1930,Fountain of the Great Lakes,1
1930,Fragment,4
1930,French and Indian War (United States : 1754-1763),2
1930,French dress,1
1930,Friendship,1
1930,Fringed gentian,1
1930,Fritillaria biflora,1
1930,Fritillary,1
1930,Fruit,7
1930,Furnishings,17
1930,Garden of Eden,1
1930,Gardens,4
1930,Gas station,1
1930,Gate,2
1930,Gathering,3
1930,Gazebo,1
1930,Gentian,3
1930,Gentiana elegana,1
1930,Gentiana holopetala,1
1930,Gentiana macounii,1
1930,Gentiana newberri,1
1930,Geometric,5
1930,Gilia aggregata,1
1930,Gilia arizonica,1
1930,Gilia linanthus parviflorus,1
1930,Glacier,1
1930,Glove,3
1930,Goat,2
1930,Godetia amoena lilja,1
1930,Golden Fairy Lantern,1
1930,Gondola,3
1930,Good Shepherd,1
1930,Gourd,1
1930,Government,14
1930,Governors,1
1930,Grand Canyon,1
1930,Grass nut,1
1930,Grasses,1
1930,Great Lakes,1
1930,Grooming,2
1930,Guitar,1
1930,Habenaria psychodes,1
1930,Hairy phlox,1
1930,Hall of Science,1
1930,Hammer,2
1930,Hand,2
1930,Harbors,4
1930,Harmony,1
1930,Harvard University,1
1930,Harvesting,7
1930,Hatchet Cove,1
1930,Hats,19
1930,Headgear,4
1930,Hearts bustin' with love,1
1930,Hedge bindweed,1
1930,Hedgehog cactus,1
1930,Highway,1
1930,History,26
1930,Holidays,2
1930,Home Furnishings,3
1930,Homelessness,1
1930,Horsemen and horsewomen,2
1930,Horses,23
1930,Hosea,1
1930,Hotel,2
1930,Hotel San Dominico,1
1930,Houstonia serpyllifolia,1
1930,Hunting,1
1930,Hybrid pitcherplant,3
1930,Illustrator,2
1930,Imaginary,1
1930,Imprisonment,1
1930,Industrialization,30
1930,Interior decoration,5
1930,Iowa,1
1930,Iris,1
1930,Iris missouriensis,1
1930,Iris species,1
1930,Islands,1
1930,Jacob's ladder,1
1930,Jane,1
1930,Japanese dress,1
1930,Jefferson Park,1
1930,Jesus Christ,2
1930,Jewelry,8
1930,Joan,1
1930,Journalism,1
1930,Journalism and Media,1
1930,Judges,2
1930,Juggler,1
1930,Justice,1
1930,Labor unions,3
1930,Ladder,1
1930,Lake Mohegan,1
1930,Lakes,4
1930,Lamps,1
1930,Landscapes,251
1930,Lantern,2
1930,Last Judgment,5
1930,Lathrop,1
1930,Lathyrus decaphyllus,1
1930,Laundry,2
1930,Law,1
1930,Law and Crime,2
1930,Lawyers,2
1930,Leather flower,1
1930,Lechuguilla,1
1930,Legal writer,1
1930,Legislators,1
1930,Leiophyllum lyoni,1
1930,Lemon,1
1930,Liberty,2
1930,Life,1
1930,Light,7
1930,Lighthouses,2
1930,Lightning,1
1930,Lilium parvum,1
1930,Lilium philadelphicum,1
1930,Lilium washingtonianum,1
1930,Lily,1
1930,Linens,10
1930,Literary awards,1
1930,Literature,7
1930,Little Colorado River,1
1930,Living room,1
1930,Long Island,1
1930,Loom,2
1930,Lotus puberulus,1
1930,Love,2
1930,Lumber,2
1930,Lupine,1
1930,Lupinis arboreus,1
1930,Lupinus fornosus,1
1930,Lygodesmia grandiflora,1
1930,Machinery,2
1930,Magnolia,1
1930,Magnolia scuminata,1
1930,Magnolia tripetala,1
1930,Male and child,1
1930,Male and female,2
1930,Manufacturing industries,2
1930,Market,2
1930,"Mary, Blessed Virgin, Saint",2
1930,Masks,1
1930,Matilija poppy,1
1930,Meadow,1
1930,Medicine and Health,3
1930,Meditation,3
1930,Mediterranean Sea,1
1930,Memorials,2
1930,Memory,2
1930,Men,81
1930,Mentzelia laevicaulis,1
1930,Mickey Mouse (Fictitious character),1
1930,Military,10
1930,Military and Intelligence,1
1930,Mill,4
1930,Mimulus bigelovii,1
1930,Mine,2
1930,Miner's candle,1
1930,Mining,2
1930,Mispec,1
1930,Models (representations),3
1930,Moenkopi,1
1930,Mojave Desert,1
1930,Monastery,1
1930,Monetary,1
1930,Monkeys,2
1930,"Monmouth, Battle of, Freehold, N.J., 1778",1
1930,Monsters,4
1930,Monterey,1
1930,Monuments,7
1930,Mood (Psychology),3
1930,Moon,6
1930,Morning,2
1930,Mosques,1
1930,Mother and child,3
1930,Mount Oliveto,1
1930,Mount Vernon,3
1930,Mountain rose-bay,1
1930,Mountains,38
1930,Movie actor,3
1930,Mule,1
1930,Mural study,7
1930,Museums,1
1930,Music,5
1930,Musical instruments,5
1930,Mustaches,3
1930,Myosotis alpestris,1
1930,Mythology,9
1930,Nature,3
1930,Necklace,1
1930,Neckties,2
1930,Neckwear,2
1930,Nelson's Column,1
1930,"New Deal, 1933-1939",76
1930,New Mexican locust,1
1930,Night,12
1930,Nobel Prize,1
1930,Notre Dame,1
1930,Novelists,2
1930,Nubble Lighthouse,1
1930,Nudity,46
1930,Oak tree,2
1930,Occupations,99
1930,Ocean,1
1930,Oenothera,1
1930,Oenothera howardi,1
1930,Oenothera lavandalaefolia,2
1930,Office,1
1930,Older people,6
1930,Olive tree,1
1930,Olympic medal,1
1930,Opuntia imbricata,1
1930,Oreocarya virgata,1
1930,Orizaba,1
1930,Orobanche fasciculata,1
1930,Orthocarpus erianthus,1
1930,Outer space,8
1930,Outerwear,1
1930,Owl's clover,1
1930,Pacific dogwood,2
1930,Paintbrush,2
1930,Painters,10
1930,Palace of Nero,1
1930,Palette,3
1930,Palm tree,1
1930,Paradise Valley,3
1930,Parks,6
1930,Passion,2
1930,Path,3
1930,Peace,1
1930,Peacock,2
1930,Pear,1
1930,Peasant,2
1930,Pens,1
1930,Penstemon,2
1930,Penstemon ambiguus,1
1930,Penstemon barbatus,1
1930,Penstemon macranthus,1
1930,Peony,1
1930,Perennial phlox,1
1930,Performing arts awards,3
1930,Periodicals,1
1930,Persimmon,1
1930,Phacelia,1
1930,Phacelia parryi,1
1930,Philanthropists,1
1930,Philosopher,1
1930,Phlox,1
1930,Phlox amoena,1
1930,Phlox caespitosa,1
1930,Phlox paniculata,1
1930,Phlox stansburyi,1
1930,Phoenix,1
1930,Physicians,1
1930,Pianos,1
1930,Pilot,1
1930,Pine tree,1
1930,Pinguicula vulgaris,1
1930,Pinus albicaulis,1
1930,Pinus aristata,1
1930,Pinus monophylla,1
1930,Pipe,1
1930,Pitcher plant,1
1930,Plains,15
1930,Plants,24
1930,Plateaus,1
1930,Poets,1
1930,Polemonium viscosum,1
1930,Policeman,1
1930,Political,2
1930,Politics,1
1930,Pomo,1
1930,Ponds,1
1930,Pool,1
1930,Popocateptl,2
1930,Porch,2
1930,Port Arthur,1
1930,Portraitist,2
1930,Portraits,107
1930,Potters,3
1930,Pottery,2
1930,Power lines,1
1930,Preacher,1
1930,Prehistoric peoples,1
1930,Presidential Medal of Freedom,1
1930,Presidents,5
1930,Prickly poppy,1
1930,Primrose,2
1930,Primula angustifolia,1
1930,Primula parryi,1
1930,Printed Material,1
1930,Printmakers,2
1930,Prison,1
1930,Profile,3
1930,Pseudocymopterus montanus,1
1930,Psilostrophe sparsiflora,1
1930,Public Works of Art Project,17
1930,Public officers,1
1930,Pulitzer Prize,1
1930,Pulteney Bridge,1
1930,Purple fairy lantern,1
1930,Purple monkey-flower,1
1930,Quail,1
1930,Quality,2
1930,Quarry,1
1930,Rainbow,2
1930,Rancho de Taos,1
1930,Reading,1
1930,Recreation,36
1930,Red larkspur,1
1930,Red pitcherplant,1
1930,Reflecting pool,1
1930,Religion,41
1930,Reporter,1
1930,Reptile,5
1930,Retired,1
1930,Revival,2
1930,Rhododendron californicum,1
1930,Rhododendron carolinianum,1
1930,Rhododendron catawbiense,1
1930,Rhododendron speciosum,1
1930,Ridgefield,1
1930,Rites and ceremonies,12
1930,River Avon,1
1930,Riverboat,2
1930,Rivers,29
1930,Roads,20
1930,Robinia neomexicana,1
1930,Rock Creek,1
1930,Rock Creek Park,1
1930,Rock willow,1
1930,Rocks,13
1930,Rockville,2
1930,Roma,2
1930,Romneya coulteri,1
1930,Rope,1
1930,Rose-bay rhododendron,1
1930,Roses,3
1930,Rouen,1
1930,Roundleaf sundew,1
1930,Rowboat,5
1930,Royal Oak,1
1930,Ruins,7
1930,Saguaro cactus,1
1930,Sailboats,5
1930,Sailor,1
1930,Saint Germaine-des-Près,1
1930,Saint Mihiel,1
1930,Saints,2
1930,Salix vestita,1
1930,Salome,1
1930,Salt River Mountains,1
1930,Salvia funerea,1
1930,San Diego,2
1930,San Luis Obispo,1
1930,San Remo,1
1930,Sand myrtle,1
1930,Sand verbena,1
1930,Santa Maria Del Fiore,1
1930,Santa Maria della Salute,1
1930,Santo Domingo,1
1930,Sarcodes sanguinea,2
1930,Sarracenia jonesii,1
1930,Sarracenia minor,1
1930,Sarracenia minor x psittacina,1
1930,Sarracenia orephila,1
1930,Sarracenia purpurea venosa,1
1930,Sarrancenia drummondii xs rubra,1
1930,Satinleaf goldenhead,1
1930,Savannah,1
1930,Savannah Harbor,1
1930,Scarf,1
1930,Scarlet gilia,1
1930,Scarlet loco,1
1930,Schizocodon soldanelloides,1
1930,Schools,1
1930,Schroon Lake,1
1930,Science,2
1930,Sculpture,3
1930,Sculpture study,1
1930,Sea,4
1930,Seascape,1
1930,Seasons,26
1930,Seating,2
1930,Secretary of Smithsonian Institution,1
1930,Sego lily,1
1930,Self-portraits,9
1930,Senators,1
1930,Service,3
1930,Sheep,6
1930,Shells,1
1930,Shepherd,2
1930,Shield,1
1930,Shipping,3
1930,Ships,2
1930,Shipwreck,2
1930,Shooting star,1
1930,Shovel,1
1930,Shower,1
1930,Shrine,1
1930,Shrubs,1
1930,Siblings,3
1930,Sicily,1
1930,Signs and signboards,5
1930,Silene virginica,1
1930,Single-leaf pine,1
1930,Skeleton weed,1
1930,Sketchbook,1
1930,Skyscraper,3
1930,Sleep,3
1930,Small purple fringe orchid,1
1930,Small tiger lily,1
1930,Smithsonian Institution,1
1930,Smithy,1
1930,Smock,1
1930,Smoking,3
1930,Snakes,4
1930,Snow,13
1930,Snow plant,2
1930,Social Welfare and Reform,1
1930,Soldiers,7
1930,Sorrow,2
1930,Southport,1
1930,Sowing,2
1930,Spanish bayonet,1
1930,Spanish dress,3
1930,Spear,1
1930,Spicebush,1
1930,Spigelia marylandica,1
1930,Sport and play,19
1930,Sports,1
1930,Sports and Recreation,1
1930,Sports writer,1
1930,Spring,4
1930,Square,2
1930,St. Brighid,1
1930,St. Peter,1
1930,"Staffs (Sticks, canes, etc.)",1
1930,Stage actor,3
1930,Stairs,4
1930,State Supreme Court Justice,1
1930,State of being,21
1930,Statues,3
1930,Steamer,2
1930,Stock broker,1
1930,Storage tank,1
1930,Store,2
1930,Storms,3
1930,Stove,1
1930,Stream,3
1930,Streetcar,1
1930,Streets,20
1930,Strolling,1
1930,Subway,1
1930,Summer,4
1930,Sunset,2
1930,Superstition Mountain,2
1930,Surprise,1
1930,Swallow,1
1930,Swan,2
1930,Sweet trillium,1
1930,Swimming,5
1930,Symbols & Motifs,1
1930,Tables,5
1930,Tagus River,1
1930,Tangier,3
1930,Taormina,1
1930,Teepee,2
1930,Tennis,1
1930,Textile worker,5
1930,Theater,2
1930,Thief,1
1930,Thistle,1
1930,Thorn tree,1
1930,Thread leaf sundew,1
1930,Time,31
1930,Toledo,1
1930,Tools,6
1930,Tower,4
1930,Toys,7
1930,Track & field,1
1930,Trafalgar Square,3
1930,Trains,2
1930,Transportation,1
1930,Trapeze artist,1
1930,Treasury Section of Painting and Sculpture,2
1930,Trees,41
1930,Trellis,1
1930,Trillium discolor,1
1930,Trillium erectum,1
1930,Trillium h.,1
1930,Trillium hugeri,1
1930,Trillium simile,1
1930,Trillium underwoodii,1
1930,Trillium vasyi,1
1930,Tripterocalyx pedunculatus,1
1930,Triumphal arch,1
1930,Truck,1
1930,Turban,1
1930,Turkeyhead cactus,1
1930,Turtles,1
1930,Tuscany,1
1930,Twilight,1
1930,Tybee,1
1930,U. S. Capitol,1
1930,U.S. 485,1
1930,US Supreme Court Justice,1
1930,Umbrella tree,1
1930,Unicorn,1
1930,Uniforms,4
1930,Union,1
1930,Universities,1
1930,Utensils,1
1930,Valleys,3
1930,Vase,5
1930,Vegetable,3
1930,Vehicles,25
1930,Veil,1
1930,Vendor,3
1930,Verbena wrightii,1
1930,Verde River,2
1930,Vervain,1
1930,Vice-Presidential Candidate,1
1930,Vicki,1
1930,Victorian dress,1
1930,Violins,2
1930,Voice,1
1930,Volcanic eruption,1
1930,Volunteer,2
1930,WW I,6
1930,WW II,1
1930,Wagon,5
1930,Wake-robin,2
1930,Walkingstick cholla,1
1930,Wall,3
1930,Wall Street,1
1930,Wallflower,1
1930,War,6
1930,Wars,1
1930,Washington lily,1
1930,"Washington, George",3
1930,Water,14
1930,Water carrier,2
1930,Water lily,1
1930,Waterscapes,36
1930,Waterwork,2
1930,Waxenstein Mountains,1
1930,Wealth,1
1930,Weapons,5
1930,Weather,31
1930,Weaving,3
1930,Wells,1
1930,Western,20
1930,Western blue flag,1
1930,Western monkshood,1
1930,Western states,1
1930,Westport,1
1930,Westward expansion,1
1930,Wharf,3
1930,Whippoorwill,2
1930,White fairy lantern,1
1930,Whitebark pine,1
1930,Wild pea,1
1930,Wind,3
1930,Windmill,2
1930,Windsor,1
1930,Winged being,2
1930,Winter,11
1930,Wolf,1
1930,Women,60
1930,Wood lily,1
1930,Woodsprite,1
1930,Woolgrass,1
1930,Works Progress Administration,6
1930,"Works Progress Administration, Federal Art Project",21
1930,"World War, 1914-1918",6
1930,"World War, 1939-1945",1
1930,Writers,8
1930,Yellow lupine,1
1930,Yerba mansa,1
1930,York,1
1930,Yucca,4
1930,Yucca baccata,1
1930,Yucca tree,3
1930,Zauschneria carlifornica,1
1930,Zeus,1
1930,Zinnia grandiflora,1
1940,Academy Award,1
1940,Acrobats,1
1940,Actors and actresses,1
1940,Adobe,1
1940,Aleutian fleabane,1
1940,Allegory,3
1940,Alley,1
1940,Alpine harebell,1
1940,American Revolution (1775-1783),4
1940,Amphibians,1
1940,Amsterdam,1
1940,Amusements,10
1940,Anemone,1
1940,Angels,2
1940,Animal husbandry,1
1940,Animals,48
1940,Anthropology,1
1940,Appliance,1
1940,Arch,1
1940,Architecture,92
1940,Arrow maker,1
1940,Art,19
1940,Art implements,1
1940,"Art, abstract",12
1940,Artichoke,1
1940,Artists,2
1940,Arts & Culture,3
1940,Authors,1
1940,Automobiles,7
1940,Bakers and bakeries,1
1940,Banjo,1
1940,Bankers,1
1940,Barber,1
1940,Bartender,1
1940,Baseball,1
1940,Basketball,1
1940,Baskets,1
1940,Beaches,1
1940,Bears,1
1940,Bench,1
1940,Beverage,1
1940,"Bible, N.T.",5
1940,Bicycles,1
1940,Birds,8
1940,Bishop,1
1940,Blue-eyed grass,1
1940,Boathouse,1
1940,Boats and boating,18
1940,Books and reading,1
1940,Boquehomo,1
1940,Botanical study,17
1940,Bottle,1
1940,Bridges,5
1940,Brooklyn Bridge,1
1940,Buffaloes,2
1940,Bureaucrat,1
1940,Cafe Versaille,1
1940,Calla lily,1
1940,Campanula lasiocarpa,1
1940,Canals,2
1940,Canoes,1
1940,Canyon,5
1940,Carriage,4
1940,Cart,1
1940,Castor bean,1
1940,Cattle,3
1940,Caves,1
1940,Cemetery,1
1940,Chairs,3
1940,Character,1
1940,Chicken,2
1940,Children,2
1940,Church buildings,3
1940,Circus,1
1940,Cirsium hookeranum,1
1940,Cities and towns,2
1940,Cityscapes,30
1940,Civilian awards,1
1940,Clergy,3
1940,Clocks and watches,1
1940,Clothing and dress,28
1940,Cloud,1
1940,Coasts,8
1940,Collector,1
1940,Commercial,12
1940,Concord,1
1940,Construction,1
1940,Containers,2
1940,Conversation,1
1940,Cooking,4
1940,Corn,3
1940,Costume,4
1940,Cotton,2
1940,Crafts,13
1940,Crime,1
1940,Crow,1
1940,Crucifixion,1
1940,Currant,1
1940,Curtain,1
1940,Dagger,1
1940,Dance,2
1940,Death,1
1940,Description and travel,6
1940,Design,2
1940,Detail,8
1940,Diplomacy,1
1940,Diplomats,1
1940,Disasters,1
1940,Dogs,3
1940,Dolls,1
1940,Dolphin,1
1940,Domestic,46
1940,Donkey,7
1940,Dragon,1
1940,Dress accessories,14
1940,Drums (Membranophones),1
1940,Dwellings,21
1940,Eagles,1
1940,Editors,1
1940,Education,1
1940,Educators,1
1940,Eleven Thousand Virgins (Legendary saints),1
1940,Emotions,2
1940,Entertainers,7
1940,Erigeron unalaschcensis,1
1940,Evening,1
1940,Evil,2
1940,Eyeglasses,1
1940,Factory,1
1940,Family,8
1940,Fantasy,4
1940,Farmers,4
1940,Farmhouse,1
1940,Farms,14
1940,Feather,1
1940,Female and child,6
1940,Fence,2
1940,Figure female,29
1940,Figure group,74
1940,Figure male,82
1940,Fire Station,1
1940,Firearms,2
1940,Fishes,4
1940,Fishing,4
1940,Fishing boat,3
1940,Floods,1
1940,Flowers,19
1940,Flute,1
1940,Foliage,7
1940,Food habits,3
1940,Foodstuff,1
1940,Forests and forestry,3
1940,Fortitude,1
1940,Fortune,1
1940,Fountain,2
1940,Friendship,2
1940,Frogs,2
1940,Furnishings,8
1940,Games,1
1940,Gardenia,3
1940,Gardens,2
1940,Gas station,1
1940,Gate,2
1940,Gathering,3
1940,Geometric,1
1940,Ghost,1
1940,Gladiolus,1
1940,Glass,1
1940,Glove,1
1940,Goat,1
1940,Goose,1
1940,Government,6
1940,Grammy,1
1940,Grand Canyon,1
1940,Grass-pink orchid,1
1940,Grasses,1
1940,Gravestone,2
1940,Green dragon,1
1940,Grooming,1
1940,Gulls,3
1940,Halloween,3
1940,Harbors,2
1940,Harvesting,2
1940,Hats,12
1940,Headdresses,1
1940,Headgear,1
1940,History,7
1940,Holidays,4
1940,Home Furnishings,1
1940,Horn player,1
1940,Horsemen and horsewomen,3
1940,Horses,15
1940,Hunter,1
1940,Ice cutting,1
1940,Illustrator,1
1940,Industrialization,11
1940,Interior decoration,2
1940,Intoxicated,3
1940,Iowa,1
1940,Ironing,1
1940,Isolation,1
1940,Jack in the pulpit,1
1940,James Creek,1
1940,Jazz musician,1
1940,Jazz singer,1
1940,Jesus Christ,2
1940,Jewelry,2
1940,Joe,1
1940,Journalism,1
1940,Journalism and Media,1
1940,Jurist,1
1940,Kalmia microphylla,1
1940,Key,1
1940,Labor unions,1
1940,Ladder,1
1940,Lake Michigan,1
1940,Lakes,3
1940,Landscapes,103
1940,Law,1
1940,Lighthouses,1
1940,Lily,2
1940,Limodorum turberosum,1
1940,Linens,9
1940,Literature,2
1940,Lobster,1
1940,Loing River,1
1940,Long Island,1
1940,Loom,1
1940,Lumber,1
1940,Magi,2
1940,Magnolia,2
1940,Magnolia tree,1
1940,Male and child,3
1940,Manufacturing industries,1
1940,Marshes,1
1940,"Mary, Blessed Virgin, Saint",1
1940,Masks,1
1940,May cherry,1
1940,Medicine,1
1940,Medicine and Health,1
1940,Melancholy,1
1940,Memorials,1
1940,Men,32
1940,Microphone,1
1940,Military,8
1940,Mill,1
1940,Mining,2
1940,Monetary,2
1940,Monuments,9
1940,Mood (Psychology),2
1940,Moon,1
1940,Moret,1
1940,Morning,1
1940,Mother and child,3
1940,Mount Vernon,1
1940,Mountain ash tree,1
1940,Mountains,13
1940,Movie actor,1
1940,Mural study,5
1940,Museums,2
1940,Music,3
1940,Musical instruments,4
1940,Musicians,1
1940,Nativity,1
1940,"New Deal, 1933-1939",36
1940,New Years,1
1940,Night,4
1940,Nightclub,1
1940,North Church,1
1940,Nudity,7
1940,Oak tree,1
1940,Obelisk,3
1940,Occupations,85
1940,Old Black Joe,1
1940,Older people,3
1940,Orator,1
1940,Orchard,1
1940,Outer space,3
1940,Pachyloplus marginatus,1
1940,Paintbrush,1
1940,Painters,2
1940,Palette,1
1940,Parks,1
1940,Path,1
1940,Peasant,1
1940,Performing arts awards,2
1940,Periodicals,1
1940,Pharmacist,1
1940,Pig,1
1940,Pine tree,2
1940,Pioneer dress,1
1940,Pipe,2
1940,Plains,3
1940,Plants,7
1940,Policeman,2
1940,Political,8
1940,Pool,2
1940,Porch,1
1940,Portraits,25
1940,Potters,3
1940,Pottery,2
1940,Poultry vendor,1
1940,Power lines,1
1940,Presidential Medal of Freedom,1
1940,Printmakers,1
1940,Quality,2
1940,Reading,2
1940,Recreation,19
1940,Reflecting pool,1
1940,Religion,14
1940,Reporter,1
1940,Restaurant,1
1940,Rhododendron occidentale,1
1940,Ribes species,1
1940,Rites and ceremonies,6
1940,Rivers,6
1940,Roads,10
1940,Rocks,18
1940,Rocky mountain kalmia,1
1940,Rope,1
1940,Rosa species,1
1940,Rosenwald Museum,1
1940,Rowboat,2
1940,Sailboats,3
1940,Sailor,1
1940,Sandy,1
1940,Sanitation worker,1
1940,Santo Domingo,1
1940,Science,2
1940,Sculptors,1
1940,Sculpture study,1
1940,Sea,2
1940,Seasons,5
1940,Self-portraits,1
1940,Sermon,1
1940,Service,4
1940,Sewing,1
1940,Sfax,1
1940,Sheep,3
1940,Shepherd,2
1940,Siblings,1
1940,Siena,1
1940,Signs and signboards,1
1940,Singer,1
1940,Sisyrinchium species,1
1940,Skeleton,21
1940,Skyscraper,2
1940,Sleep,2
1940,Smock,1
1940,Smoking,2
1940,Smoking material,1
1940,Snow,3
1940,Soldiers,2
1940,Sound Devices,1
1940,Sphinx,1
1940,Spider Lake,1
1940,Sport and play,6
1940,Sports,1
1940,Spring,1
1940,Square,1
1940,Squirrel,1
1940,St. Nicolas du Chardonnet,1
1940,Stable,1
1940,Stage actor,1
1940,Stairs,3
1940,State of being,11
1940,Statesman,1
1940,Statues,2
1940,Steamer,2
1940,Stock broker,1
1940,Stool,1
1940,Store,3
1940,Streetcar,1
1940,Streets,9
1940,Sumac,1
1940,Summer,2
1940,Sunset,1
1940,Surprise,1
1940,Swords,1
1940,Tables,4
1940,Tailors,1
1940,Tavern,3
1940,Teepee,2
1940,Textile worker,4
1940,Thames River,1
1940,Thief,1
1940,Thistle,1
1940,Time,7
1940,Tools,2
1940,Tower,1
1940,Toys,2
1940,Trader,1
1940,Trains,2
1940,Treasury Section of Painting and Sculpture,1
1940,Trees,11
1940,Trellis,1
1940,Trumpeter,1
1940,U. S. Capitol,2
1940,Umbrellas,2
1940,Uniforms,1
1940,Uvalaria perfoliata,1
1940,Valley Forge,1
1940,Valleys,1
1940,Vase,4
1940,Vegetable,2
1940,Vehicles,12
1940,Vendor,4
1940,Violence,1
1940,Voice,1
1940,Volunteer,1
1940,WW II,1
1940,Wall,1
1940,War,1
1940,Washington Monument,2
1940,Water,10
1940,Water carrier,2
1940,Waterfalls,2
1940,Waterscapes,16
1940,Weapons,3
1940,Weather,7
1940,Weaving,3
1940,Well,1
